Kingdom,Phylum,Class,Order,Family,Genus,OBER.Mn.JE1,OBER.Mn.JE2,OBER.Mn.JE3,OBER.Mn.JE4,OBER.Mn.JO1,OBER.Mn.JO2,OBER.Mn.SE1,OBER.Mn.SE2,OBER.Mn.SE3,OBER.Mn.SE4,OBER.Mn.SE5,OBER.Mn.SE6,OBER.Mn.SO1
Bacteria,Patescibacteria,Parcubacteria,Candidatus Ryanbacteria,Candidatus Giovannonibacteria bacterium GW2011_GWB1_47_6b,Candidatus Giovannonibacteria bacterium GW2011_GWB1_47_6b,0.17,0.1,0,0.2,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UKL13-1,0.07,0.07,0.07,0.1,0.07,0.03,0,0,0,0,0,0.03,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,0.1,0.13,0.13,0.1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,Family_P3OB-42,0,0,0,0,0,0,0.13,0.03,0.07,0.07,0.1,0.07,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Denitratisoma,0.03,0.03,0.07,0.1,0,0,0.07,0.07,0,0,0.07,0.03,0
Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus,0.03,0,0.03,0.03,0,0,0.03,0.03,0.1,0.1,0.03,0.03,0
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,0.03,0.03,0.07,0.07,0.1,0.1,0,0,0,0,0,0,0.03
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0,0,0.03,0.1,0.03,0,0.03,0.03,0.03,0.03,0.03,0.03,0.07
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20, delta proteobacterium,0,0,0.03,0.03,0,0,0.03,0.07,0.1,0.1,0.03,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,EC3,Order_EC3,Order_EC3,0.03,0.03,0.03,0.07,0,0,0.03,0.1,0.03,0,0.03,0.03,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,Order_KF-JG30-C25,Order_KF-JG30-C25,0,0,0.03,0.03,0,0,0.07,0.07,0.1,0.03,0.07,0.03,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42, Stigmatella sp.,0.03,0.03,0.03,0.03,0,0,0.07,0.07,0.07,0.03,0.03,0.03,0
Bacteria,Latescibacteria,Phylum_Latescibacteria,Phylum_Latescibacteria,Phylum_Latescibacteria,Phylum_Latescibacteria,0,0,0,0.03,0,0,0.03,0.07,0.07,0.03,0.07,0.1,0
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Family_Anaerolineaceae,0.03,0,0.03,0,0,0,0,0,0.13,0.2,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13, Sphingobacteriales bacterium,0.03,0.03,0,0,0.17,0.17,0,0,0,0,0,0,0
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Family_Isosphaeraceae,0.03,0.03,0,0.03,0.03,0.07,0,0.07,0.03,0.03,0.03,0.03,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9,Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0,0.07,0,0,0.03,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,0.07,0.03,0.03,0.07,0,0,0.03,0.03,0.03,0.03,0,0.03,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,WD260,Order_WD260,Order_WD260,0.03,0.03,0.03,0.03,0.07,0.07,0.03,0.03,0,0,0.03,0,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Ferribacterium,0,0,0,0,0,0,0.17,0.07,0,0.03,0.07,0.07,0
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae, Armatimonadetes bacterium,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0.3
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS, beta proteobacterium,0.03,0.03,0.03,0,0,0,0.03,0,0,0.03,0.03,0.03,0.13
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0,0,0,0.03,0,0.03,0.03,0.03,0,0.03,0,0.03,0.17
Bacteria,Planctomycetes,OM190,planctomycete A-2,planctomycete A-2,planctomycete A-2,0.07,0.07,0.07,0.03,0,0,0.03,0,0.03,0,0,0.07,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Oikopleura dioica,0,0,0,0.07,0,0,0.1,0.03,0.03,0,0.07,0.07,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Family_Intrasporangiaceae,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Order_Myxococcales,Order_Myxococcales,0,0.03,0,0.03,0,0,0.07,0.03,0.03,0,0.07,0.03,0.03
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Family_Hydrogenedensaceae,0.03,0,0.03,0,0,0,0.07,0.03,0.03,0.07,0.07,0,0
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17, Sphingobacteriia bacterium,0.07,0.07,0.07,0.07,0,0,0.03,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,0.1,0.1,0.03,0.07,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Order_NB1-j,Order_NB1-j,0.03,0,0,0.03,0,0,0.03,0.03,0.03,0.07,0.03,0.03,0
Bacteria,Zixibacteria,Phylum_Zixibacteria,Phylum_Zixibacteria,Phylum_Zixibacteria,Phylum_Zixibacteria,0,0,0.03,0.03,0,0,0.03,0.03,0.03,0.07,0.03,0.03,0
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Family_Roseiflexaceae,0.03,0.03,0.03,0.03,0,0,0.03,0.03,0.03,0.03,0.03,0,0
Bacteria,Planctomycetes,OM190, soil bacterium, soil bacterium, soil bacterium,0,0,0.03,0.03,0.07,0.07,0.07,0,0,0,0,0,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,0,0,0.03,0,0.03,0.03,0.1,0.07,0,0,0,0.03,0
Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24, Acidobacteriales bacterium, Acidobacteriales bacterium,0,0,0,0,0,0,0,0,0.07,0.1,0.07,0.03,0
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,Family_0319-6G20,0,0,0,0,0.1,0.1,0,0,0.03,0,0,0,0.03
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0,0,0,0,0.13,0.13,0,0,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b, sludge bacterium S14,0.03,0,0,0,0,0,0.03,0.07,0.03,0.03,0.03,0.03,0
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Order_Elsterales,Order_Elsterales,0,0.03,0.03,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0
Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Paludibaculum,0,0,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,0,0,0,0,0.07,0.07,0,0,0,0,0.03,0.03,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales Incertae Sedis,Stella,0.03,0.03,0.03,0.03,0,0,0.03,0,0,0,0.03,0.03,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,0.03,0.07,0.03,0.07,0,0,0,0,0,0.03,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,0,0.03,0,0.03,0.03,0.03,0,0.03,0,0.03,0,0,0.03
Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,Order_MBNT15,Order_MBNT15,0.03,0.03,0.03,0.03,0,0,0,0.03,0.03,0.03,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0,0,0,0,0.03,0.07,0.03,0.03,0,0,0.03,0,0.03
Bacteria,Planctomycetes,Planctomycetacia,Class_Planctomycetacia,Class_Planctomycetacia,Class_Planctomycetacia,0.03,0.03,0.1,0.07,0,0,0,0,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,Order_Candidatus Kaiserbacteria,Order_Candidatus Kaiserbacteria,0,0.03,0.07,0.13,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster,0.03,0,0,0,0,0,0,0,0.03,0,0,0.03,0.1
Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Family_Solibacteraceae (Subgroup 3),0,0.03,0,0,0.03,0.03,0,0,0,0,0,0,0.1
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,0,0,0,0,0,0,0,0,0.07,0.13,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0,0,0,0,0,0,0.03,0,0,0.03,0.03,0,0.1
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae, GC55,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,Family_AB1,0,0,0.03,0,0,0,0,0.03,0.03,0.03,0,0.03,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,0.03,0.03,0.03,0,0,0,0.03,0,0,0,0,0.03,0.03
Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0.03,0.03,0.03,0,0,0,0.03,0,0,0.03,0,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,0,0,0,0.03,0.1,0.07,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,Order_SJA-28,Order_SJA-28,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0
Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,0,0,0.07,0,0,0,0.03,0,0,0.03,0.03,0.03,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,Family_Blfdi19,0.03,0.03,0,0.03,0,0,0.03,0,0,0,0,0,0.07
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Order_Armatimonadales,Order_Armatimonadales,0,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Family_Caedibacteraceae,0.03,0.03,0.07,0.03,0,0,0,0,0,0.03,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Family_Neisseriaceae,0,0,0,0,0.03,0.03,0.03,0.03,0,0,0,0,0.07
Bacteria,Chloroflexi,Phylum_Chloroflexi,Phylum_Chloroflexi,Phylum_Chloroflexi,Phylum_Chloroflexi,0.03,0,0.03,0,0,0,0,0.07,0.03,0.03,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,PB19,Order_PB19,Order_PB19,0,0,0.03,0.03,0,0,0.03,0,0.03,0.07,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12,0.03,0,0,0,0,0.03,0,0,0.03,0,0.03,0.03,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,0.03,0,0,0,0.03,0.03,0,0,0,0,0.03,0,0.03
Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0.07
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,Family_SM2D12,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0.03
Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Family_Ilumatobacteraceae,0.03,0,0,0.03,0,0.03,0.03,0,0,0,0,0.03,0
Bacteria,Chloroflexi,OLB14,Class_OLB14,Class_OLB14,Class_OLB14,0.03,0,0,0.03,0,0,0.03,0,0,0.03,0.03,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,0.03,0.03,0.03,0.03,0,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,0,0,0,0,0.13,0.03,0,0,0,0,0,0,0
Bacteria,BRC1,Phylum_BRC1,Phylum_BRC1,Phylum_BRC1,Phylum_BRC1,0.03,0.03,0.03,0.03,0,0,0,0,0.03,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,0,0,0.03,0.03,0,0,0,0,0.03,0.07,0,0,0
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Order_Acidobacteriales,Order_Acidobacteriales,0.03,0,0.03,0.03,0,0,0.03,0,0,0,0,0.03,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,0.03,0.03,0.07,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,0,0,0.07,0,0.07,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Family_Legionellaceae,0,0,0,0,0,0,0.03,0.03,0.03,0,0.03,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Finniella,0,0,0,0.1,0,0,0.03,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Family_Rickettsiaceae,0,0,0,0,0,0.03,0,0,0,0,0,0,0.1
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,0,0,0,0,0.03,0,0,0,0,0,0,0,0.1
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,0,0,0,0,0.03,0,0,0,0,0,0,0,0.1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium,0.07,0.03,0,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Elusimicrobia,Lineage IIa,Class_Lineage IIa,Class_Lineage IIa,Class_Lineage IIa,0,0,0,0,0.03,0.03,0,0,0,0.03,0,0,0.03
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group, Bacteroidetes bacterium,0,0,0,0,0.03,0.07,0,0,0,0,0,0,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536, sulfur-oxidizing symbiont bacterium, sulfur-oxidizing symbiont bacterium,0.03,0,0,0,0,0,0.03,0,0,0.03,0.03,0,0
Bacteria,Elusimicrobia,Lineage IIb,Class_Lineage IIb,Class_Lineage IIb,Class_Lineage IIb,0.03,0,0.03,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161, Bacteroidetes bacterium,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Family_Paracaedibacteraceae,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosospira,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Family_Microtrichaceae,0,0,0.03,0,0.03,0.03,0,0,0,0,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Fodinicurvataceae,Family_Fodinicurvataceae,0,0.03,0.03,0,0,0,0,0.03,0,0,0,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,0,0.03,0.03,0,0,0,0,0,0.03,0.03,0,0,0
Bacteria,Cyanobacteria,Sericytochromatia,Class_Sericytochromatia,Class_Sericytochromatia,Class_Sericytochromatia,0,0,0,0,0,0,0,0.03,0.03,0.07,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Fontimonas,0,0,0.1,0,0,0,0,0,0,0.03,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes VC2.1 Bac22,Order_Bacteroidetes VC2.1 Bac22,Order_Bacteroidetes VC2.1 Bac22,0,0,0.03,0.1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,0,0,0.03,0.1,0,0,0,0,0,0,0,0,0
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Family_Simkaniaceae,0,0,0.03,0,0,0,0.03,0.03,0,0,0,0.03,0
Bacteria,Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0,0,0,0,0,0,0.07,0.03,0,0.03,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0
Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Order_Microtrichales,Order_Microtrichales,0.03,0,0.03,0,0,0,0,0,0,0,0,0.03,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,0,0,0,0,0,0,0,0.03,0,0,0.03,0.03,0
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Order_SAR324 clade(Marine group B),Order_SAR324 clade(Marine group B),0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,053A03-B-DI-P58,Family_053A03-B-DI-P58,0,0,0,0,0,0,0.03,0,0,0,0.03,0.03,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,0,0,0,0,0,0,0,0,0.03,0.07,0,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Family_Opitutaceae,0,0,0,0,0.03,0.07,0,0,0,0,0,0,0
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,Order_CCM11a,Order_CCM11a,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Bealeia,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Family_Kineosporiaceae,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Family_Hyphomonadaceae,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Chloroflexi,TK10, Chloroflexus sp., Chloroflexus sp., Chloroflexus sp.,0.03,0.03,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997,0.03,0,0.03,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,0,0,0.1,0,0,0,0,0,0,0,0,0,0
Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,Class_BD2-11 terrestrial group,Class_BD2-11 terrestrial group,Class_BD2-11 terrestrial group,0,0.03,0.03,0,0,0,0,0.03,0,0,0,0,0
